CMDLINE /home/ubuntu/anaconda3/envs/sansa/bin/python experiments/memory/amazonbook/run_experiment_mrf_0_5.py
MEM 40587.875000 1683547587.8137
MEM 40587.875000 1683547587.9138
MEM 40587.875000 1683547588.0140
MEM 40587.875000 1683547588.1141
MEM 40587.875000 1683547588.2143
MEM 40587.875000 1683547588.3145
MEM 40587.875000 1683547588.4146
MEM 40587.875000 1683547588.5148
MEM 40587.875000 1683547588.6149
MEM 40587.875000 1683547588.7151
MEM 40587.875000 1683547588.8152
MEM 40587.875000 1683547588.9154
MEM 40587.875000 1683547589.0155
MEM 40587.875000 1683547589.1157
MEM 40587.875000 1683547589.2158
MEM 40587.875000 1683547589.3160
MEM 40587.875000 1683547589.4161
MEM 40587.875000 1683547589.5163
MEM 40587.875000 1683547589.6164
MEM 32586.187500 1683547589.7166
MEM 32586.187500 1683547589.8168
MEM 32586.574219 1683547589.9169
MEM 32586.574219 1683547590.0171
MEM 32586.574219 1683547590.1172
MEM 32586.832031 1683547590.2174
MEM 32586.832031 1683547590.3175
MEM 32586.832031 1683547590.4177
MEM 32586.832031 1683547590.5179
MEM 32587.089844 1683547590.6180
MEM 32587.089844 1683547590.7182
MEM 32587.089844 1683547590.8183
MEM 32587.347656 1683547590.9185
MEM 32587.347656 1683547591.0186
MEM 32587.347656 1683547591.1188
MEM 32587.347656 1683547591.2190
MEM 32587.605469 1683547591.3191
MEM 32587.605469 1683547591.4193
MEM 32587.605469 1683547591.5194
MEM 32587.605469 1683547591.6196
MEM 32587.863281 1683547591.7197
MEM 32587.863281 1683547591.8199
MEM 32587.863281 1683547591.9200
MEM 32587.863281 1683547592.0202
MEM 32588.121094 1683547592.1203
MEM 32588.121094 1683547592.2205
MEM 32588.121094 1683547592.3206
MEM 32588.378906 1683547592.4208
MEM 32588.378906 1683547592.5210
MEM 32588.378906 1683547592.6211
MEM 32588.378906 1683547592.7213
MEM 32588.636719 1683547592.8214
MEM 32588.636719 1683547592.9216
MEM 32588.636719 1683547593.0217
MEM 32588.636719 1683547593.1219
MEM 32588.894531 1683547593.2220
MEM 32588.894531 1683547593.3222
MEM 32588.894531 1683547593.4223
MEM 32589.152344 1683547593.5225
MEM 32589.152344 1683547593.6226
MEM 32589.152344 1683547593.7228
MEM 32589.152344 1683547593.8230
MEM 32589.410156 1683547593.9231
MEM 32589.410156 1683547594.0233
MEM 32589.410156 1683547594.1235
MEM 32589.410156 1683547594.2236
MEM 32589.667969 1683547594.3238
MEM 32589.667969 1683547594.4239
MEM 32589.667969 1683547594.5241
MEM 32589.925781 1683547594.6242
MEM 32589.925781 1683547594.7244
MEM 32589.925781 1683547594.8245
MEM 32589.925781 1683547594.9247
MEM 32590.183594 1683547595.0248
MEM 32590.183594 1683547595.1250
MEM 32590.183594 1683547595.2251
MEM 32590.183594 1683547595.3253
MEM 32590.441406 1683547595.4254
MEM 32590.441406 1683547595.5256
MEM 32590.441406 1683547595.6258
MEM 32590.699219 1683547595.7259
MEM 32590.699219 1683547595.8261
MEM 32590.699219 1683547595.9262
MEM 32590.699219 1683547596.0264
MEM 32590.957031 1683547596.1265
MEM 32590.957031 1683547596.2267
MEM 32590.957031 1683547596.3268
MEM 32590.957031 1683547596.4270
MEM 32591.214844 1683547596.5271
MEM 32591.214844 1683547596.6273
MEM 32591.214844 1683547596.7274
MEM 32591.472656 1683547596.8276
MEM 32591.472656 1683547596.9277
MEM 32591.472656 1683547597.0279
MEM 32591.472656 1683547597.1281
MEM 32591.730469 1683547597.2282
MEM 32591.730469 1683547597.3284
MEM 32591.730469 1683547597.4285
MEM 32653.925781 1683547597.5289
MEM 32726.257812 1683547597.6291
MEM 32796.636719 1683547597.7293
MEM 32849.488281 1683547597.8295
MEM 32880.167969 1683547597.9297
MEM 32911.199219 1683547598.0299
MEM 32924.347656 1683547598.1300
MEM 32934.144531 1683547598.2302
MEM 32960.796875 1683547598.3304
MEM 32965.695312 1683547598.4305
MEM 32969.046875 1683547598.5307
MEM 32971.367188 1683547598.6308
MEM 32973.171875 1683547598.7310
MEM 32974.460938 1683547598.8312
MEM 32975.750000 1683547598.9313
MEM 32976.523438 1683547599.0315
MEM 32977.039062 1683547599.1316
MEM 32977.554688 1683547599.2318
MEM 32978.070312 1683547599.3320
MEM 32978.328125 1683547599.4322
MEM 32978.843750 1683547599.5323
MEM 32979.101562 1683547599.6325
MEM 32979.359375 1683547599.7326
MEM 32979.617188 1683547599.8328
MEM 32980.132812 1683547599.9330
MEM 32980.390625 1683547600.0331
MEM 32980.648438 1683547600.1333
MEM 32980.906250 1683547600.2335
MEM 32980.906250 1683547600.3337
MEM 32980.906250 1683547600.4338
MEM 32980.906250 1683547600.5340
MEM 32980.906250 1683547600.6342
MEM 32980.906250 1683547600.7343
MEM 32999.261719 1683547600.8345
MEM 32999.261719 1683547600.9346
MEM 32999.261719 1683547601.0348
MEM 33021.093750 1683547601.1350
MEM 33021.609375 1683547601.2351
MEM 33037.902344 1683547601.3353
MEM 33037.902344 1683547601.4355
MEM 33032.207031 1683547601.5357
MEM 33037.726562 1683547601.6358
MEM 33037.726562 1683547601.7360
MEM 33078.171875 1683547601.8363
MEM 33078.171875 1683547601.9364
MEM 32950.335938 1683547602.0367
MEM 782.410156 1683547602.1368
MEM 588.085938 1683547602.2370
MEM 588.085938 1683547602.3373
MEM 588.085938 1683547602.4374
MEM 659.304688 1683547602.5376
MEM 848.539062 1683547602.6378
MEM 1034.195312 1683547602.7380
MEM 1202.195312 1683547602.8382
MEM 1372.195312 1683547602.9384
MEM 1540.195312 1683547603.0385
MEM 1710.195312 1683547603.1387
MEM 1880.195312 1683547603.2388
MEM 2048.195312 1683547603.3390
MEM 2218.195312 1683547603.4391
MEM 2388.195312 1683547603.5393
MEM 588.882812 1683547603.6394
MEM 588.882812 1683547603.7396
MEM 588.882812 1683547603.8398
MEM 595.015625 1683547603.9400
MEM 622.085938 1683547604.0402
MEM 764.011719 1683547604.1404
MEM 956.468750 1683547604.2406
MEM 1131.144531 1683547604.3407
MEM 1301.144531 1683547604.4409
MEM 1471.144531 1683547604.5411
MEM 1641.144531 1683547604.6412
MEM 1811.144531 1683547604.7414
MEM 1981.144531 1683547604.8415
MEM 2151.144531 1683547604.9417
MEM 2321.144531 1683547605.0418
MEM 589.238281 1683547605.1420
MEM 589.238281 1683547605.2421
MEM 589.238281 1683547605.3423
MEM 589.238281 1683547605.4426
MEM 614.246094 1683547605.5427
MEM 724.976562 1683547605.6429
MEM 915.242188 1683547605.7431
MEM 1095.527344 1683547605.8433
MEM 1267.527344 1683547605.9435
MEM 1437.527344 1683547606.0436
MEM 1607.527344 1683547606.1438
MEM 1777.527344 1683547606.2439
MEM 1947.527344 1683547606.3441
MEM 2117.527344 1683547606.4442
MEM 2287.527344 1683547606.5444
MEM 589.238281 1683547606.6445
MEM 589.238281 1683547606.7447
MEM 589.238281 1683547606.8448
MEM 589.238281 1683547606.9451
MEM 608.316406 1683547607.0452
MEM 671.996094 1683547607.1454
MEM 864.582031 1683547607.2456
MEM 1053.796875 1683547607.3457
MEM 1225.796875 1683547607.4459
MEM 1395.796875 1683547607.5461
MEM 1565.796875 1683547607.6462
MEM 1735.796875 1683547607.7464
MEM 1905.796875 1683547607.8466
MEM 2075.796875 1683547607.9468
MEM 2245.796875 1683547608.0469
MEM 2415.796875 1683547608.1471
MEM 589.238281 1683547608.2472
MEM 589.238281 1683547608.3474
MEM 589.238281 1683547608.4476
MEM 597.617188 1683547608.5478
MEM 624.687500 1683547608.6480
MEM 794.714844 1683547608.7482
MEM 992.070312 1683547608.8484
MEM 1170.191406 1683547608.9485
MEM 1340.191406 1683547609.0487
MEM 1510.191406 1683547609.1488
MEM 1680.191406 1683547609.2490
MEM 1852.191406 1683547609.3492
MEM 2022.191406 1683547609.4493
MEM 2194.191406 1683547609.5495
MEM 2364.191406 1683547609.6496
MEM 589.238281 1683547609.7498
MEM 589.238281 1683547609.8499
MEM 589.238281 1683547609.9501
MEM 591.042969 1683547610.0503
MEM 617.984375 1683547610.1505
MEM 732.582031 1683547610.2507
MEM 922.718750 1683547610.3509
MEM 1107.906250 1683547610.4511
MEM 1279.906250 1683547610.5512
MEM 1449.906250 1683547610.6514
MEM 1621.906250 1683547610.7515
MEM 1791.906250 1683547610.8517
MEM 1961.906250 1683547610.9518
MEM 2133.906250 1683547611.0520
MEM 2305.906250 1683547611.1521
MEM 2110.542969 1683547611.2523
MEM 589.238281 1683547611.3524
MEM 589.238281 1683547611.4526
MEM 589.238281 1683547611.5528
MEM 606.382812 1683547611.6530
MEM 652.531250 1683547611.7532
MEM 842.925781 1683547611.8533
MEM 1034.351562 1683547611.9535
MEM 1208.890625 1683547612.0537
MEM 1380.890625 1683547612.1538
MEM 1550.890625 1683547612.2540
MEM 1722.890625 1683547612.3541
MEM 1892.890625 1683547612.4543
MEM 2064.890625 1683547612.5545
MEM 2234.890625 1683547612.6546
MEM 2406.890625 1683547612.7548
MEM 589.238281 1683547612.8549
MEM 589.238281 1683547612.9551
MEM 589.238281 1683547613.0553
MEM 594.265625 1683547613.1555
MEM 621.207031 1683547613.2557
MEM 762.101562 1683547613.3559
MEM 954.429688 1683547613.4561
MEM 1141.242188 1683547613.5562
MEM 1313.242188 1683547613.6564
MEM 1485.242188 1683547613.7566
MEM 1655.242188 1683547613.8567
MEM 1827.242188 1683547613.9569
MEM 1997.242188 1683547614.0570
MEM 2169.242188 1683547614.1572
MEM 2341.242188 1683547614.2573
MEM 2145.878906 1683547614.3575
MEM 589.238281 1683547614.4576
MEM 589.238281 1683547614.5578
MEM 589.238281 1683547614.6580
MEM 604.320312 1683547614.7582
MEM 646.988281 1683547614.8584
MEM 841.765625 1683547614.9586
MEM 1036.929688 1683547615.0587
MEM 1218.039062 1683547615.1589
MEM 1390.039062 1683547615.2591
MEM 1562.039062 1683547615.3592
MEM 1732.039062 1683547615.4594
MEM 1904.039062 1683547615.5595
MEM 2076.039062 1683547615.6597
MEM 2248.039062 1683547615.7598
MEM 2418.039062 1683547615.8600
MEM 589.238281 1683547615.9601
MEM 589.238281 1683547616.0603
MEM 589.238281 1683547616.1604
MEM 589.238281 1683547616.2607
MEM 613.859375 1683547616.3608
MEM 709.636719 1683547616.4610
MEM 899.902344 1683547616.5612
MEM 1090.554688 1683547616.6614
MEM 1267.527344 1683547616.7615
MEM 1437.527344 1683547616.8617
MEM 1609.527344 1683547616.9619
MEM 1781.527344 1683547617.0620
MEM 1953.527344 1683547617.1622
MEM 2125.527344 1683547617.2623
MEM 2297.527344 1683547617.3625
MEM 2467.527344 1683547617.4626
MEM 589.238281 1683547617.5628
MEM 589.238281 1683547617.6629
MEM 589.238281 1683547617.7631
MEM 594.394531 1683547617.8633
MEM 621.207031 1683547617.9635
MEM 755.914062 1683547618.0637
MEM 947.468750 1683547618.1639
MEM 1140.718750 1683547618.2641
MEM 1310.718750 1683547618.3643
MEM 1482.718750 1683547618.4644
MEM 1654.718750 1683547618.5646
MEM 1826.718750 1683547618.6647
MEM 1998.718750 1683547618.7649
MEM 2170.718750 1683547618.8650
MEM 2342.718750 1683547618.9652
MEM 2514.718750 1683547619.0653
MEM 589.238281 1683547619.1655
MEM 589.238281 1683547619.2656
MEM 589.238281 1683547619.3658
MEM 601.355469 1683547619.4661
MEM 628.425781 1683547619.5662
MEM 808.121094 1683547619.6664
MEM 1001.996094 1683547619.7666
MEM 1190.039062 1683547619.8668
MEM 1362.039062 1683547619.9669
MEM 1532.039062 1683547620.0671
MEM 1704.039062 1683547620.1672
MEM 1876.039062 1683547620.2674
MEM 2048.039062 1683547620.3675
MEM 2220.039062 1683547620.4677
MEM 2392.039062 1683547620.5678
MEM 2031.523438 1683547620.6680
MEM 589.238281 1683547620.7682
MEM 589.238281 1683547620.8683
MEM 589.238281 1683547620.9685
MEM 609.605469 1683547621.0687
MEM 674.445312 1683547621.1689
MEM 878.761719 1683547621.2691
MEM 1083.464844 1683547621.3692
MEM 1265.824219 1683547621.4694
MEM 1437.824219 1683547621.5696
MEM 1609.824219 1683547621.6697
MEM 1781.824219 1683547621.7699
MEM 1955.824219 1683547621.8700
MEM 2125.824219 1683547621.9702
MEM 2297.824219 1683547622.0703
MEM 2469.824219 1683547622.1705
MEM 589.238281 1683547622.2706
MEM 589.238281 1683547622.3708
MEM 589.238281 1683547622.4710
MEM 591.558594 1683547622.5712
MEM 618.628906 1683547622.6714
MEM 734.386719 1683547622.7716
MEM 925.683594 1683547622.8717
MEM 1117.109375 1683547622.9719
MEM 1292.039062 1683547623.0721
MEM 1464.039062 1683547623.1722
MEM 1636.039062 1683547623.2725
MEM 1808.039062 1683547623.3726
MEM 1980.039062 1683547623.4728
MEM 2152.039062 1683547623.5729
MEM 2324.039062 1683547623.6731
MEM 2496.039062 1683547623.7732
MEM 589.238281 1683547623.8734
MEM 589.238281 1683547623.9735
MEM 589.238281 1683547624.0737
MEM 596.199219 1683547624.1740
MEM 623.269531 1683547624.2741
MEM 771.253906 1683547624.3743
MEM 967.320312 1683547624.4745
MEM 1159.738281 1683547624.5747
MEM 1331.738281 1683547624.6748
MEM 1503.738281 1683547624.7750
MEM 1675.738281 1683547624.8751
MEM 1847.738281 1683547624.9753
MEM 2019.738281 1683547625.0755
MEM 2191.738281 1683547625.1756
MEM 2361.738281 1683547625.2758
MEM 2459.296875 1683547625.3759
MEM 589.238281 1683547625.4761
MEM 589.238281 1683547625.5762
MEM 589.238281 1683547625.6765
MEM 607.285156 1683547625.7767
MEM 644.023438 1683547625.8768
MEM 834.675781 1683547625.9770
MEM 1025.328125 1683547626.0772
MEM 1207.265625 1683547626.1773
MEM 1379.265625 1683547626.2775
MEM 1549.265625 1683547626.3777
MEM 1721.265625 1683547626.4778
MEM 1893.265625 1683547626.5780
MEM 2065.265625 1683547626.6781
MEM 2237.265625 1683547626.7783
MEM 2409.265625 1683547626.8784
MEM 589.242188 1683547626.9786
MEM 589.242188 1683547627.0788
MEM 589.242188 1683547627.1789
MEM 591.046875 1683547627.2792
MEM 618.117188 1683547627.3794
MEM 724.207031 1683547627.4796
MEM 919.242188 1683547627.5797
MEM 1114.406250 1683547627.6799
MEM 1287.875000 1683547627.7800
MEM 1459.875000 1683547627.8802
MEM 1631.875000 1683547627.9804
MEM 1801.875000 1683547628.0805
MEM 1971.875000 1683547628.1807
MEM 2141.875000 1683547628.2809
MEM 2311.875000 1683547628.3810
MEM 2481.875000 1683547628.4812
MEM 589.242188 1683547628.5814
MEM 589.242188 1683547628.6815
MEM 589.242188 1683547628.7817
MEM 589.242188 1683547628.8820
MEM 616.183594 1683547628.9821
MEM 710.671875 1683547629.0823
MEM 906.996094 1683547629.1825
MEM 1111.031250 1683547629.2827
MEM 1283.031250 1683547629.3829
MEM 1455.031250 1683547629.4831
MEM 1625.031250 1683547629.5832
MEM 1797.031250 1683547629.6834
MEM 1969.031250 1683547629.7835
MEM 2139.031250 1683547629.8837
MEM 2311.031250 1683547629.9839
MEM 2483.031250 1683547630.0840
MEM 589.242188 1683547630.1842
MEM 589.242188 1683547630.2843
MEM 589.242188 1683547630.3845
MEM 605.226562 1683547630.4848
MEM 632.296875 1683547630.5849
MEM 824.109375 1683547630.6851
MEM 1020.304688 1683547630.7853
MEM 1202.222656 1683547630.8855
MEM 1374.222656 1683547630.9856
MEM 1546.222656 1683547631.0858
MEM 1718.222656 1683547631.1859
MEM 1888.222656 1683547631.2862
MEM 2060.222656 1683547631.3864
MEM 2232.222656 1683547631.4866
MEM 2402.222656 1683547631.5867
MEM 589.242188 1683547631.6869
MEM 589.242188 1683547631.7870
MEM 589.242188 1683547631.8872
MEM 593.882812 1683547631.9875
MEM 620.824219 1683547632.0876
MEM 741.093750 1683547632.1878
MEM 936.386719 1683547632.2880
MEM 1127.808594 1683547632.3882
MEM 1299.808594 1683547632.4883
MEM 1471.808594 1683547632.5885
MEM 1643.808594 1683547632.6886
MEM 1813.808594 1683547632.7888
MEM 1985.808594 1683547632.8889
MEM 2157.808594 1683547632.9891
MEM 2327.808594 1683547633.0893
MEM 2497.390625 1683547633.1894
MEM 589.242188 1683547633.2896
MEM 589.242188 1683547633.3898
MEM 589.242188 1683547633.4900
MEM 609.996094 1683547633.5902
MEM 659.496094 1683547633.6904
MEM 851.050781 1683547633.7906
MEM 1042.476562 1683547633.8907
MEM 1219.855469 1683547633.9909
MEM 1391.855469 1683547634.0911
MEM 1563.855469 1683547634.1912
MEM 1735.855469 1683547634.2914
MEM 1905.855469 1683547634.3915
MEM 2077.855469 1683547634.4917
MEM 2249.855469 1683547634.5919
MEM 2421.855469 1683547634.6920
MEM 589.242188 1683547634.7922
MEM 589.242188 1683547634.8923
MEM 589.242188 1683547634.9925
MEM 598.781250 1683547635.0927
MEM 625.851562 1683547635.1929
MEM 775.640625 1683547635.2931
MEM 974.027344 1683547635.3932
MEM 1165.390625 1683547635.4934
MEM 1337.390625 1683547635.5936
MEM 1509.390625 1683547635.6937
MEM 1681.390625 1683547635.7939
MEM 1851.390625 1683547635.8940
MEM 2023.390625 1683547635.9942
MEM 2195.390625 1683547636.0944
MEM 2365.390625 1683547636.1945
MEM 589.242188 1683547636.2947
MEM 589.242188 1683547636.3948
MEM 589.242188 1683547636.4950
MEM 589.886719 1683547636.5952
MEM 616.828125 1683547636.6954
MEM 707.578125 1683547636.7956
MEM 899.519531 1683547636.8957
MEM 1091.332031 1683547636.9959
MEM 1263.820312 1683547637.0961
MEM 1435.820312 1683547637.1962
MEM 1607.820312 1683547637.2964
MEM 1779.820312 1683547637.3965
MEM 1949.820312 1683547637.4967
MEM 2121.820312 1683547637.5969
MEM 2291.820312 1683547637.6970
MEM 2463.820312 1683547637.7972
MEM 589.242188 1683547637.8973
MEM 589.242188 1683547637.9975
MEM 589.242188 1683547638.0976
MEM 603.292969 1683547638.1979
MEM 630.363281 1683547638.2981
MEM 810.445312 1683547638.3983
MEM 1014.503906 1683547638.4985
MEM 1198.609375 1683547638.5987
MEM 1370.609375 1683547638.6988
MEM 1542.609375 1683547638.7990
MEM 1712.609375 1683547638.8991
MEM 1884.609375 1683547638.9993
MEM 2054.609375 1683547639.0994
MEM 2226.609375 1683547639.1996
MEM 2398.609375 1683547639.2997
MEM 589.242188 1683547639.3999
MEM 589.242188 1683547639.5001
MEM 589.242188 1683547639.6002
MEM 596.074219 1683547639.7005
MEM 623.015625 1683547639.8007
MEM 750.503906 1683547639.9008
MEM 945.410156 1683547640.0010
MEM 1134.812500 1683547640.1012
MEM 1304.812500 1683547640.2013
MEM 1474.812500 1683547640.3015
MEM 1644.812500 1683547640.4017
MEM 1816.812500 1683547640.5018
MEM 1986.812500 1683547640.6020
MEM 2158.812500 1683547640.7021
MEM 2328.812500 1683547640.8023
MEM 2215.214844 1683547640.9025
MEM 589.242188 1683547641.0026
MEM 589.242188 1683547641.1028
MEM 589.242188 1683547641.2030
MEM 615.152344 1683547641.3032
MEM 691.078125 1683547641.4033
MEM 884.695312 1683547641.5035
MEM 1078.101562 1683547641.6037
MEM 1248.101562 1683547641.7039
MEM 1420.101562 1683547641.8040
MEM 1590.101562 1683547641.9042
MEM 1762.101562 1683547642.0043
MEM 1932.101562 1683547642.1045
MEM 2104.101562 1683547642.2047
MEM 2274.101562 1683547642.3048
MEM 2444.101562 1683547642.4050
MEM 589.242188 1683547642.5051
MEM 589.242188 1683547642.6053
MEM 593.238281 1683547642.7055
MEM 620.308594 1683547642.8056
MEM 693.140625 1683547642.9058
MEM 863.140625 1683547643.0060
MEM 1031.140625 1683547643.1062
MEM 589.242188 1683547643.2063
MEM 589.242188 1683547643.3065
MEM 552.914062 1683547643.4067
